Time,BlockedArrivalTime,BufferUtilizationMean,CraneManipulations,CraneUtilizationMean,DeliveredBlocks,HandoverUtilizationMean,LeadTimeMean,ServiceLevelMean,TardinessMean,TotalBlocksOnTime,UpstreamUtilizationMean
84000,0.0,0.6992628341805139,8,0.7621357835060932,1,0.5906038999562147,998.108,1.0,0.0,37,1.0
85000,0.0,0.6992628341805139,8,0.7648823425527383,1,0.5836476194505029,998.108,1.0,0.0,37,1.0
86000,0.0,0.7007268097983868,9,0.7676240841684816,1,0.5768532969870312,998.108,1.0,0.0,37,1.0
87000,0.0,0.7007268097983868,9,0.7703026191409967,1,0.5702153415241422,998.108,1.0,0.0,37,1.0
88000,0.0,0.7008549971817123,9,0.7729201082615874,1,0.5637284164410311,998.108,1.0,0.0,37,1.0
89000,0.0,0.7010603434448153,9,0.7728731360907173,1,0.5573874252287246,998.108,1.0,0.0,37,1.0
90000,0.0,0.7010603434448153,9,0.7642622021475921,1,0.5511874981360315,998.108,1.0,0.0,37,1.0
91000,0.0,0.7010603434448153,9,0.755841030699228,1,0.5451239796969264,998.108,1.0,0.0,37,1.0
92000,0.0,0.7010603434448153,9,0.7585020230427916,1,0.5391924170722309,998.108,1.0,0.0,37,1.0
93000,0.0,0.7010603434448153,9,0.7611056385015575,1,0.5333885491442348,998.108,1.0,0.0,37,1.0
94000,0.0,0.7024741398014787,10,0.7636537130407414,1,0.5277082963081311,998.108,1.0,0.0,37,1.0
95000,0.0,0.7024741398014787,10,0.7661480051217642,1,0.5221477509088649,998.108,1.0,0.0,37,1.0
96000,0.0,0.7026160600228761,10,0.7685901997492433,1,0.5167031682762898,998.108,1.0,0.0,37,1.0
97000,0.0,0.7026160600228761,10,0.7709819122670186,1,0.5113709583154098,998.108,1.0,0.0,37,1.0
98000,0.0,0.7026160600228761,10,0.7733246919211872,1,0.5061476776120177,998.108,1.0,0.0,37,1.0
99000,0.0,0.7026160600228761,10,0.7756200252066594,1,0.5010300220172536,998.108,1.0,0.0,37,1.0
100000,0.0,0.7028129140169995,10,0.7778693390124288,2,0.5039573411109838,1158.144,1.0,0.0,37,1.0
101000,0.0,0.7028129140169995,10,0.7800740035795398,2,0.5088734122123901,1158.144,1.0,0.0,37,1.0
102000,0.0,0.7029123604698737,10,0.7726676759289013,2,0.5136929973015673,1158.144,1.0,0.0,37,1.0
103000,0.0,0.7029123604698737,10,0.7651481512464969,2,0.5184189093201486,1158.144,1.0,0.0,37,1.0
104000,0.0,0.7029123604698737,10,0.7577735744725048,2,0.5230538529179255,1158.144,1.0,0.0,37,1.0
105000,0.0,0.7029123604698737,10,0.7599278748471575,2,0.5276004296144072,1158.144,1.0,0.0,37,1.0
106000,0.0,0.7029123604698737,10,0.7621979561865226,2,0.5237772453925128,1158.144,1.0,0.0,37,1.0
107000,0.0,0.703176947763795,11,0.7644255086625756,2,0.5188776551418447,1158.144,1.0,0.0,37,1.0
108000,0.0,0.7030213996639403,11,0.7666117163202373,2,0.5140688802362267,1158.144,1.0,0.0,38,1.0
109000,0.0,0.7030213996639403,11,0.7687577196552954,2,0.5093484189273187,1158.144,1.0,0.0,38,1.0
110000,0.0,0.7026524740650293,11,0.7708646175983322,2,0.5047138605203577,1158.144,1.0,0.0,38,1.0
111000,0.0,0.7026524740650293,11,0.7729334693911752,2,0.5001628812690291,1158.144,1.0,0.0,38,1.0
112000,0.0,0.7027537687808426,11,0.7739056824519556,2,0.49569324049045,1158.144,1.0,0.0,38,1.0
113000,0.0,0.7027537687808426,11,0.7670420695672745,2,0.4913027768866137,1158.144,1.0,0.0,38,1.0
114000,0.0,0.7027537687808426,11,0.7602991304388801,2,0.4869894050596092,1158.144,1.0,0.0,38,1.0
115000,0.0,0.7027537687808426,11,0.7620853892230933,2,0.48275111220880945,1158.144,1.0,0.0,38,1.0
116000,0.0,0.7027537687808426,11,0.7641407208005168,2,0.47858595499903955,1158.144,1.0,0.0,38,1.0
117000,0.0,0.7027537687808426,11,0.7661608447360856,2,0.4744920565894852,1158.144,1.0,0.0,38,1.0
118000,0.0,0.7030392290035671,12,0.7681466580027921,2,0.47046760381379926,1158.144,1.0,0.0,38,1.0
119000,0.0,0.7030392290035671,12,0.7700990273610372,2,0.46651084450250485,1158.144,1.0,0.0,38,1.0
120000,0.0,0.7031191723263388,12,0.772018790620065,2,0.4626200849393869,1158.144,1.0,0.0,38,1.0
121000,0.0,0.7031191723263388,12,0.7739067578367202,2,0.45879368744411547,1158.144,1.0,0.0,38,1.0
122000,0.0,0.7031191723263388,12,0.7757637124551322,2,0.45503006807385166,1158.144,1.0,0.0,38,1.0
123000,0.0,0.7031191723263388,12,0.7775904123906922,2,0.45132769443705933,1158.144,1.0,0.0,38,1.0
124000,0.0,0.7032824110564125,12,0.7793875910614775,2,0.4476850836131838,1158.144,1.0,0.0,38,1.0
125000,0.0,0.7032824110564125,12,0.7811559583700697,2,0.44410080017226405,1158.144,1.0,0.0,38,1.0
126000,0.0,0.7035995001563657,12,0.7759318343937353,2,0.440573454288922,1158.144,1.0,0.0,38,1.0
127000,0.0,0.7035995001563657,12,0.7698103187462895,2,0.4371016999455238,1158.144,1.0,0.0,38,1.0
128000,0.0,0.7035995001563657,12,0.7637846353175023,2,0.43368423321963206,1158.144,1.0,0.0,38,1.0
129000,0.0,0.7035995001563657,12,0.7655614798714855,2,0.4303197906511718,1158.144,1.0,0.0,38,1.0
130000,0.0,0.7035995001563657,12,0.7673682601905859,2,0.4270071476850147,1158.144,1.0,0.0,38,1.0
131000,0.0,0.7045602170218467,13,0.7691474043610281,2,0.42374511718494867,1158.144,1.0,0.0,38,1.0
132000,0.0,0.7045978816141706,13,0.7708995416457364,2,0.4205325480152445,1158.144,1.0,0.0,38,1.0
133000,0.0,0.7045978816141706,13,0.7726252823474872,2,0.4173683236862586,1158.144,1.0,0.0,38,1.0
134000,0.0,0.7046618916014449,13,0.7743252185176739,2,0.41425136106072513,1158.144,1.0,0.0,38,1.0
135000,0.0,0.7046618916014449,13,0.7759999246335137,2,0.4111806091175877,1158.144,1.0,0.0,38,1.0
136000,0.0,0.704965959296551,13,0.7724095335492088,2,0.40815504777040695,1158.144,1.0,0.0,38,1.0
137000,0.0,0.704965959296551,13,0.766761401145419,2,0.40517368673755416,1158.144,1.0,0.0,38,1.0
138000,0.0,0.704965959296551,13,0.7611952714029915,2,0.40223556446156106,1158.144,1.0,0.0,38,1.0
139000,0.0,0.704965959296551,13,0.7629044997171126,2,0.39933974707514985,1158.144,1.0,0.0,38,1.0
140000,0.0,0.704965959296551,13,0.764601009642198,2,0.39648532741160664,1158.144,1.0,0.0,38,1.0
141000,0.0,0.7058335170904897,14,0.7662734136859903,2,0.3936714240572963,1158.144,1.0,0.0,38,1.0
142000,0.0,0.7058626697182663,14,0.7679222220083946,2,0.39089718044423927,1158.144,1.0,0.0,38,1.0
143000,0.0,0.7058626697182663,14,0.7695479304746032,2,0.38816176398078794,1158.144,1.0,0.0,38,1.0
144000,0.0,0.7058971980389711,14,0.7711510211522872,2,0.3854643652185499,1158.144,1.0,0.0,38,1.0
145000,0.0,0.7058971980389711,14,0.7727319627881776,2,0.3828041970538061,1158.144,1.0,0.0,38,1.0
146000,0.0,0.7061082262018515,14,0.7695195198162043,2,0.38018049396176995,1158.144,1.0,0.0,38,1.0
147000,0.0,0.7061082262018515,14,0.7642759487290832,2,0.37759251126212134,1158.144,1.0,0.0,39,1.0
148000,0.0,0.7061082262018515,14,0.7591033542748672,2,0.3750395244143365,1158.144,1.0,0.0,39,1.0
149000,0.0,0.7061082262018515,14,0.7607192251928904,2,0.3725208283414122,1158.144,1.0,0.0,39,1.0
150000,0.0,0.7061082262018515,14,0.7623170416590697,2,0.37003573678065865,1158.144,1.0,0.0,39,1.0
151000,0.0,0.7068902155727299,15,0.763893660579663,2,0.36758358166030547,1158.144,1.0,0.0,39,1.0
152000,0.0,0.7068902155727299,15,0.7654495010031176,2,0.36516371250073126,1158.144,1.0,0.0,39,1.0
153000,0.0,0.7069064193917615,15,0.766984971004784,2,0.36277549583918905,1158.144,1.0,0.0,39,1.0
154000,0.0,0.7069218019105524,15,0.7685004680437537,2,0.3604183146769597,1158.144,1.0,0.0,39,1.0
155000,0.0,0.7070844154254193,15,0.7699963793058614,2,0.3580915679479188,1158.144,1.0,0.0,39,1.0
156000,0.0,0.7070844154254193,15,0.7714730820334742,2,0.35579467000755677,1158.144,1.0,0.0,39,1.0
157000,0.0,0.7070844154254193,15,0.7729309438426581,2,0.3535270501415384,1158.144,1.0,0.0,39,1.0
158000,0.0,0.7070844154254193,15,0.7743703230282811,2,0.3512881520929366,1158.144,1.0,0.0,39,1.0
159000,0.0,0.7076354797687848,16,0.7757915688575849,2,0.3490774336073174,1158.144,1.0,0.0,39,1.0
160000,0.0,0.7076354797687848,16,0.7771950218527316,2,0.34689436599489426,1158.144,1.0,0.0,39,1.0
161000,0.0,0.7076354797687848,16,0.7785810140628038,2,0.34473843370901003,1158.144,1.0,0.0,39,1.0
162000,0.0,0.7079237676592627,16,0.779949869325716,2,0.34260913394023984,1158.144,1.0,0.0,39,1.0
163000,0.0,0.7079237676592627,16,0.7813019035204701,2,0.3405059762254441,1158.144,1.0,0.0,39,1.0
164000,0.0,0.7079237676592627,16,0.7826374248101687,2,0.3384284820711328,1158.144,1.0,0.0,39,1.0
165000,0.0,0.7083599318162489,16,0.7839567338761779,2,0.3363761845905338,1158.144,1.0,0.0,39,1.0
166000,0.0,0.7086043832628589,16,0.7814602632214891,2,0.3343486281537871,1158.144,1.0,0.0,39,1.0
167000,0.0,0.7086043832628589,16,0.776773981322619,2,0.33234536805071396,1158.144,1.0,0.0,39,1.0
168000,0.0,0.7086043832628589,16,0.7721435700198153,2,0.33036597016563735,1158.144,1.0,0.0,39,1.0
169000,0.0,0.7086043832628589,16,0.7734301785069818,2,0.3284100106637537,1158.144,1.0,0.0,39,1.0
170000,0.0,0.7086043832628589,16,0.7747648668147674,2,0.32647707568858025,1158.144,1.0,0.0,39,1.0
171000,0.0,0.7098931345797532,17,0.7760839223219516,2,0.3245667610700245,1158.144,1.0,0.0,39,1.0
172000,0.0,0.7098931345797532,17,0.7773876180828333,2,0.322678672042643,1158.144,1.0,0.0,39,1.0
173000,0.0,0.7101199942807427,17,0.7786762208293585,2,0.3208124229736769,1158.144,1.0,0.0,39,1.0
174000,0.0,0.7101199942807427,17,0.7799499911530532,2,0.3189676371004711,1158.144,1.0,0.0,39,1.0
175000,0.0,0.7101199942807427,17,0.78120918368071,2,0.31714394627690107,1158.144,1.0,0.0,39,1.0
176000,0.0,0.7104657756433701,17,0.7824540472440774,3,0.3158497550993306,1249.5626666666667,1.0,0.0,39,1.0
177000,0.0,0.7104657756433701,17,0.7836848250437884,3,0.31971714642045396,1249.5626666666667,1.0,0.0,39,1.0
178000,0.0,0.7104657756433701,17,0.7849017548077563,3,0.32354106003157895,1249.5626666666667,1.0,0.0,40,1.0
179000,0.0,0.7107189413091304,17,0.7823267038966485,3,0.32732222500752994,1249.5626666666667,1.0,0.0,40,1.0
180000,0.0,0.7107189413091304,17,0.7779745171390532,3,0.3310613542126658,1249.5626666666667,1.0,0.0,40,1.0
181000,0.0,0.7107189413091304,17,0.7736704860642861,3,0.3331602885029383,1249.5626666666667,1.0,0.0,40,1.0
182000,0.0,0.7107189413091304,17,0.7749138179834933,3,0.33132875382037347,1249.5626666666667,1.0,0.0,40,1.0
183000,0.0,0.7107189413091304,17,0.7761454469915702,3,0.32951724660750353,1249.5626666666667,1.0,0.0,40,1.0
184000,0.0,0.7107189413091304,17,0.7773636708681051,3,0.3277254401559412,1249.5626666666667,1.0,0.0,40,1.0
185000,0.0,0.7107189413091304,17,0.7785687072820432,3,0.3259530148249985,1249.5626666666667,1.0,0.0,40,1.0
186000,0.0,0.7107189413091304,17,0.7797607692150995,3,0.3241996578515951,1249.5626666666667,1.0,0.0,40,1.0
187000,0.0,0.7107189413091304,17,0.7809400650872502,3,0.3224650631662687,1249.5626666666667,1.0,0.0,40,1.0
188000,0.0,0.7116244967097184,18,0.7821067988782141,3,0.32074893121506093,1249.5626666666667,1.0,0.0,40,1.0
189000,0.0,0.7116244967097184,18,0.783261170245072,3,0.31905096878705996,1249.5626666666667,1.0,0.0,40,1.0
190000,0.0,0.7118004400923678,18,0.7844033746361677,3,0.31737088884739273,1249.5626666666667,1.0,0.0,40,1.0
191000,0.0,0.7118004400923678,18,0.7855336034014256,3,0.3157084103754654,1249.5626666666667,1.0,0.0,40,1.0
192000,0.0,0.7118004400923678,18,0.7866520438992172,3,0.31406325820826186,1249.5626666666667,1.0,0.0,40,1.0
193000,0.0,0.7118004400923678,18,0.7877588795999,3,0.3124351628885162,1249.5626666666667,1.0,0.0,40,1.0
194000,0.0,0.7118004400923678,18,0.7888542901861518,3,0.3108238605175831,1249.5626666666667,1.0,0.0,40,1.0
195000,0.0,0.7122427224367391,18,0.7899384516502123,3,0.30922909261283754,1249.5626666666667,1.0,0.0,40,1.0
196000,0.0,0.7122427224367391,18,0.7910115363881448,3,0.30765060596944216,1249.5626666666667,1.0,0.0,40,1.0
197000,0.0,0.7126981784244828,18,0.7908224054200729,3,0.30608815252632676,1249.5626666666667,1.0,0.0,40,1.0
198000,0.0,0.7126981784244828,18,0.7868234016968971,3,0.30454148923623103,1249.5626666666667,1.0,0.0,40,1.0
199000,0.0,0.7126981784244828,18,0.7828646385374355,3,0.30301037793966756,1249.5626666666667,1.0,0.0,40,1.0
200000,0.0,0.7126981784244828,18,0.7839493949523814,3,0.3014945852426676,1249.5626666666667,1.0,0.0,40,1.0
201000,0.0,0.7126981784244828,18,0.7850255861307787,3,0.2999938823981783,1249.5626666666667,1.0,0.0,40,1.0
202000,0.0,0.7136005494771696,19,0.7860911090040879,3,0.29850804519098445,1249.5626666666667,1.0,0.0,40,1.0
203000,0.0,0.7136005494771696,19,0.7871461214226112,3,0.2970368538260328,1249.5626666666667,1.0,0.0,40,1.0
204000,0.0,0.7136005494771696,19,0.7881907781378229,3,0.295580092820043,1249.5626666666667,1.0,0.0,40,1.0
205000,0.0,0.7136005494771696,19,0.7892252308780411,3,0.29413755089629234,1249.5626666666667,1.0,0.0,40,1.0
206000,0.0,0.7138988713960981,19,0.7902496284218927,3,0.29270902088246614,1249.5626666666667,1.0,0.0,40,1.0
207000,0.0,0.7138988713960981,19,0.7912641166696469,3,0.29129429961147074,1249.5626666666667,1.0,0.0,40,1.0
208000,0.0,0.7141892097119467,19,0.79024953717568,3,0.289893187825109,1249.5626666666667,1.0,0.0,40,1.0
209000,0.0,0.7141892097119467,19,0.7864639987105261,3,0.28850549008052195,1249.5626666666667,1.0,0.0,40,1.0
210000,0.0,0.7141892097119467,19,0.7827145551281066,3,0.28713101465930546,1249.5626666666667,1.0,0.0,40,1.0
211000,0.0,0.7141892097119467,19,0.7837055284742767,3,0.2857695734792119,1249.5626666666667,1.0,0.0,40,1.0
212000,0.0,0.7141892097119467,19,0.7847269665447486,3,0.28442098200835225,1249.5626666666667,1.0,0.0,40,1.0
213000,0.0,0.715075986967102,20,0.7857388025963555,3,0.28308505918181603,1249.5626666666667,1.0,0.0,40,1.0
214000,0.0,0.7151339606997277,20,0.786741171391213,3,0.28176162732063015,1249.5626666666667,1.0,0.0,40,1.0
215000,0.0,0.7151339606997277,20,0.7877342051813723,3,0.28045051205298044,1249.5626666666667,1.0,0.0,40,1.0
216000,0.0,0.7151339606997277,20,0.78871803376699,3,0.27915154223762223,1249.5626666666667,1.0,0.0,40,1.0
217000,0.0,0.7151339606997277,20,0.789692784552887,3,0.2778645498894098,1249.5626666666667,1.0,0.0,40,1.0
218000,0.0,0.7153678867731174,20,0.7906585826035496,3,0.27658937010687634,1249.5626666666667,1.0,0.0,40,1.0
219000,0.0,0.7155811093927905,20,0.7902461634954518,3,0.2753258410017989,1249.5626666666667,1.0,0.0,40,1.0
220000,0.0,0.7155811093927905,20,0.7866501284504039,3,0.27407380363068506,1249.5626666666667,1.0,0.0,40,1.0
221000,0.0,0.7155811093927905,20,0.7830866728476407,3,0.2728331019281206,1249.5626666666667,1.0,0.0,40,1.0
222000,0.0,0.7155811093927905,20,0.7840639381533995,3,0.27160358264191947,1249.5626666666667,1.0,0.0,40,1.0
223000,0.0,0.7155811093927905,20,0.7850333269502326,3,0.2703850952700191,1249.5626666666667,1.0,0.0,40,1.0
224000,0.0,0.7163888397672967,21,0.785994051007322,3,0.26917749199906704,1249.5626666666667,1.0,0.0,40,1.0
225000,0.0,0.7164441594045342,21,0.7869462259805412,3,0.26798062764464586,1249.5626666666667,1.0,0.0,40,1.0
226000,0.0,0.7164441594045342,21,0.7878899654765344,3,0.2667943595930857,1249.5626666666667,1.0,0.0,40,1.0
227000,0.0,0.7164441594045342,21,0.7888253810979025,3,0.26561854774481536,1249.5626666666667,1.0,0.0,40,1.0
228000,0.0,0.7166141520549488,21,0.7897525824871984,3,0.2644530544592052,1249.5626666666667,1.0,0.0,40,1.0
229000,0.0,0.7166141520549488,21,0.7906716773697691,3,0.2632977445008552,1249.5626666666667,1.0,0.0,40,1.0
230000,0.0,0.7168234764795145,21,0.7890343044588357,3,0.2621524849872854,1249.5626666666667,1.0,0.0,40,1.0
231000,0.0,0.7168234764795145,21,0.7856149428118642,3,0.26101714533798503,1249.5626666666667,1.0,0.0,41,1.0
232000,0.0,0.7168234764795145,21,0.7823657477105893,3,0.2598915972247806,1249.5626666666667,1.0,0.0,41,1.0
233000,0.0,0.7168234764795145,21,0.7833007840661333,3,0.2587757145234819,1249.5626666666667,1.0,0.0,41,1.0
234000,0.0,0.7168234764795145,21,0.7842278202768116,3,0.2576693732667687,1249.5626666666667,1.0,0.0,41,1.0
235000,0.0,0.7175767407147102,22,0.7851469585787821,3,0.25657245159828085,1249.5626666666667,1.0,0.0,41,1.0
236000,0.0,0.7175767407147102,22,0.7860582994735853,3,0.25548482972787606,1249.5626666666667,1.0,0.0,41,1.0
237000,0.0,0.7176425867964408,22,0.7869619417647762,3,0.2544063898880207,1249.5626666666667,1.0,0.0,41,1.0
238000,0.0,0.7176425867964408,22,0.787857982593634,3,0.25333701629128075,1249.5626666666667,1.0,0.0,41,1.0
239000,0.0,0.7177761285805265,22,0.7887465174739733,3,0.25227659508887995,1249.5626666666667,1.0,0.0,41,1.0
240000,0.0,0.7177761285805265,22,0.7896276403260837,3,0.25122501433029476,1249.5626666666667,1.0,0.0,41,1.0
241000,0.0,0.7179521825127324,22,0.7905014435098248,3,0.25018216392385556,1249.5626666666667,1.0,0.0,41,1.0
242000,0.0,0.7179521825127324,22,0.7913680178568988,3,0.24914793559832507,1249.5626666666667,1.0,0.0,41,1.0
243000,0.0,0.7179521825127324,22,0.7922274527023262,3,0.2481222228654257,1249.5626666666667,1.0,0.0,41,1.0
